period,District,site,site_id,partner,latitude,longitude,admissions_SAM,relapses_SAM,readmissions_SAM,upgrades_SAM,downgrades_SAM,defaulters_SAM,successful_SAM,tot_discharges_SAM,perc_recovered_SAM,perc_nonresponding_SAM,perc_defaulters_SAM,admissions_MAM,relapses_MAM,readmissions_MAM,defaulters_MAM,successful_MAM,tot_discharges_MAM,perc_recovered_MAM,perc_nonresponding_MAM,perc_defaulters_MAM,malaria,pneumonia,cholera,IYCF
July,Afgoye,Abroone IDP camps - OTP  SFP  OPD  EPI  ANC/PNC,SNS443,Concern,2.090555,45.16805,83,0,0,0,0,2,31,33,94,0,6,118,0,0,4,250,254,98,0,2,0,0,0,0
July,Afgoye,Afgoye Pry School - OTP  SFP  OPD  EPI  ANC/PNC,SNS444,Concern,2.133634,45.12583,317,0,0,0,0,3,225,228,99,0,1,555,0,0,6,430,436,99,0,1,17,16,2,29
July,Afgoye,Afgoye Town (21stOctober) - OTP  SFP  OPD  EPI  ANC/PNC,SNS445,Concern,2.150278,45.11667,322,0,0,0,0,4,202,206,98,0,2,484,0,0,3,630,633,100,0,0,14,8,0,71
July,Afgoye,Dajalaq - OTP  SFP  OPD  EPI  ANC/PNC,SNS446,Concern,2.180096,45.15417,340,0,0,0,0,8,199,207,96,0,4,472,0,0,2,333,335,99,0,1,18,8,3,55
July,Afgoye,Warmaxan - OTP  SFP  OPD  EPI  ANC/PNC,SNS447,Concern,2.393889,45.02222,362,0,0,0,0,5,45,50,90,0,10,434,0,0,7,138,145,95,0,5,12,11,2,78
July,Bondhere,Wiilwal  - OTP  SFP,SNS448,Concern,2.0425,45.34555,281,0,0,0,0,6,216,222,97,0,3,392,0,0,22,552,574,96,0,4,0,0,0,0
July,Daynile,Siinka Dheer IDP Camps - OTP  SFP  OPD  EPI  ANC/PNC,SNS449,Concern,2.071388,45.22944,478,0,0,0,0,0,249,249,100,0,0,780,0,0,2,110,112,98,0,2,0,19,0,0
July,Daynile,Tabeleha Sheikh Ibrahim IDP camps - OTP  SFP  OPD  EPI  ANC/PNC,SNS450,Concern,2.063694,45.26219,539,0,0,0,0,5,622,627,99,0,1,0,0,0,0,0,0,0,0,0,1,20,23,448
July,Daynile,Weydow IDP camps - OTP  SFP  OPD  EPI  ANC/PNC,SNS451,Concern,2.068611,45.25416,376,0,0,0,0,6,619,625,99,0,1,239,0,0,8,574,582,99,0,1,5,54,0,58
July,Wadajir,Jabuti School  - OTP  SFP  OPD  EPI  ANC/PNC,SNS452,Concern,2.023195,45.29958,499,0,0,0,0,28,300,328,91,0,9,621,0,0,38,403,441,91,0,9,0,7,0,366
July,Wadajir,Obosibo Halane  - OTP  SFP  OPD  EPI  ANC/PNC,SNS453,Concern,2.012495,45.28965,431,0,0,0,0,17,399,416,96,0,4,621,0,0,14,566,580,98,0,2,1,0,1,0
July,berbera,bahalay - OTP and TSFP,SNS245,HPA,9.96984,45.471466,0,0,0,0,0,1,5,6,83,0,17,0,0,0,0,18,18,100,0,0,0,1,0,0
July,berbera,baylahmale - OTP and TSFP,SNS246,HPA,10.00016,45.18594,0,0,0,0,0,5,36,41,88,0,12,5,0,0,10,61,71,86,0,14,0,3,4,0
July,berbera,bixin - OTP and TSFP,SNS247,HPA,10.161252,45.107271,0,0,0,0,1,0,8,9,89,11,0,25,0,0,6,25,31,81,0,19,0,1,2,0
July,berbera,biyofadhisinka - OTP and TSFP,SNS249,HPA,10.37469,44.5737,9,0,0,0,0,1,23,24,96,0,4,14,0,0,8,13,21,62,0,38,0,1,1,0
July,berbera,Biyoolay - OTP and TSFP,SNS250,HPA,10.11463,45.27029,8,0,0,0,0,0,9,9,100,0,0,12,0,0,9,23,32,72,0,28,0,0,0,0
July,berbera,Buloxaar - OTP and TSFP,SNS251,HPA,10.390648,44.402351,3,0,0,0,0,1,10,11,91,0,9,11,0,0,1,15,16,94,0,6,0,3,3,0
July,berbera,Buq doofaar - OTP and TSFP,SNS252,HPA,10.04747,44.88788,4,0,0,0,0,0,18,18,100,0,0,14,0,0,7,20,27,74,0,26,0,0,0,0
July,berbera,Ceel sheekh - OTP and TSFP,SNS253,HPA,10.438899,44.26028,1,0,0,0,0,0,30,30,100,0,0,0,0,0,1,20,21,95,0,5,0,2,0,0
July,berbera,Ceelbaxay - OTP and TSFP,SNS254,HPA,10.14355,45.28616,1,0,0,0,0,1,52,53,98,0,2,16,0,0,2,52,54,96,0,4,0,0,2,0
July,berbera,Dalow - OTP and TSFP,SNS257,HPA,9.9574,44.8889,1,0,0,0,0,2,23,25,92,0,8,2,0,0,9,27,36,75,0,25,0,0,0,0
July,berbera,Dhaymoole - OTP and TSFP,SNS258,HPA,10.13499,45.02089,0,0,0,0,0,2,15,17,88,0,12,0,0,0,4,10,14,71,0,29,0,0,0,0
July,berbera,Tuulo dhibiijo - OTP and TSFP,SNS259,HPA,10.067252,45.298448,3,0,0,0,0,0,20,20,100,0,0,0,0,0,9,27,36,75,0,25,0,0,1,0
July,berbera,Diririma - OTP and TSFP,SNS260,HPA,10.77767,45.97737,0,0,0,0,0,1,20,21,95,0,5,0,0,0,6,27,33,82,0,18,0,0,0,0
July,berbera,Fugux - OTP and TSFP,SNS261,HPA,10.24643,45.08334,1,0,0,0,0,0,27,27,100,0,0,1,0,0,12,33,45,73,0,27,0,0,2,0
July,berbera,Gadhka Cisman jaamac - OTP and TSFP,SNS262,HPA,10.23308,45.51503,3,0,0,0,0,1,2,3,67,0,33,14,0,0,10,33,43,77,0,23,0,2,0,0
July,berbera,Daboraqas - OTP and TSFP,SNS263,HPA,9.49868,43.76112,0,0,0,0,0,3,29,32,91,0,9,6,0,0,1,20,21,95,0,5,0,0,0,0
July,berbera,Ilcarmo - OTP and TSFP,SNS265,HPA,9.88049,45.96843,2,0,0,0,0,2,10,12,83,0,17,16,0,0,3,36,39,92,0,8,0,3,0,0
July,berbera,Laso dawaco - OTP and TSFP,SNS266,HPA,10.05142,44.98405,9,0,0,0,0,2,27,29,93,0,7,4,0,0,2,23,25,92,0,8,0,0,0,0
July,berbera,Macaaneeye - OTP and TSFP,SNS267,HPA,9.899211,44.71122,4,0,0,0,0,2,27,29,93,0,7,15,0,0,0,31,31,100,0,0,0,0,2,0
July,berbera,Mandeera - OTP and TSFP,SNS268,HPA,9.899856,44.711391,3,0,0,0,1,2,20,23,87,4,9,18,0,0,2,65,67,97,0,3,0,0,4,0
July,berbera,Omane - OTP and TSFP,SNS269,HPA,10.72804,45.5785,7,0,0,0,1,0,3,4,75,25,0,28,0,0,5,30,35,86,0,14,0,3,2,0
July,berbera,Ragadwayn - OTP and TSFP,SNS271,HPA,10.45891,45.25248,2,0,0,0,0,0,10,10,100,0,0,5,0,0,6,31,37,84,0,16,0,0,0,0
July,berbera,Raribul - OTP and TSFP,SNS272,HPA,10.1267,46.193867,3,0,0,0,0,1,7,8,88,0,13,28,0,0,7,29,36,81,0,19,0,0,0,0
July,berbera,Shacable - OTP and TSFP,SNS273,HPA,10.941267,44.213158,2,0,0,0,0,1,2,3,67,0,33,3,0,0,1,25,26,96,0,4,0,0,3,0
July,berbera,Taagada - OTP and TSFP,SNS274,HPA,10.01149,45.08561,1,0,0,0,0,0,6,6,100,0,0,16,0,0,2,22,24,92,0,8,0,0,1,0
July,berbera,Tuur dibi - OTP and TSFP,SNS275,HPA,9.811507,44.841468,15,0,0,0,0,1,5,6,83,0,17,0,0,0,3,22,25,88,0,12,0,0,0,0
July,berbera,Ugaas madow - OTP and TSFP,SNS276,HPA,9.753653,44.95133,2,0,0,0,0,0,7,7,100,0,0,6,0,0,2,21,23,91,0,9,0,0,0,0
July,berbera,Waxari kaa yeedhay - OTP and TSFP,SNS277,HPA,10.318398,46.30823,2,0,0,0,0,0,15,15,100,0,0,10,0,0,3,22,25,88,0,12,0,0,0,0
July,berbera,Xariye - OTP and TSFP,SNS278,HPA,10.110666,45.277363,6,0,0,0,0,3,7,10,70,0,30,6,0,0,1,24,25,96,0,4,0,0,0,0
July,berbera,Xididalay - OTP and TSFP,SNS279,HPA,9.92729,45.09722,0,0,0,0,0,3,7,10,70,0,30,1,0,0,0,25,25,100,0,0,0,0,0,0
July,sheikh,Cagaaray - OTP and TSFP,SNS280,HPA,10.13355,45.21616,7,0,0,0,0,0,11,11,100,0,0,10,0,0,0,13,13,100,0,0,0,0,0,0
July,sheikh,Gidhays - OTP and TSFP,SNS281,HPA,9.949355,45.460399,0,0,0,0,0,3,4,7,57,0,43,0,0,0,6,14,20,70,0,30,0,0,0,0
July,sheikh,Gugux - OTP and TSFP,SNS282,HPA,9.966041,45.404552,0,0,0,0,1,0,4,5,80,20,0,2,0,0,9,22,31,71,0,29,0,0,0,0
July,sheikh,Ximan - OTP and TSFP,SNS283,HPA,9.801021,45.464898,0,0,0,0,0,2,8,10,80,0,20,11,0,0,1,20,21,95,0,5,0,2,0,0
July,sheikh,Raamaale - OTP and TSFP,SNS284,HPA,9.57953,45.44321,24,0,0,0,0,0,9,9,100,0,0,29,0,0,0,39,39,100,0,0,0,0,0,0
July,Buhoodle,Gantahar - OTP and TSFP,SNS285,HPA,9.087806,46.774456,57,0,0,0,1,6,74,81,91,1,7,477,0,0,30,225,255,88,0,12,0,5,21,0
July,Buhoodle,Dogoble - OTP and TSFP,SNS289,HPA,8.840441,46.402417,10,0,0,0,3,1,15,19,79,16,5,98,0,0,3,43,46,93,0,7,0,4,5,0
July,Burao,Shaxid - OTP and TSFP,SNS290,HPA,9.01834,46.48713,39,0,0,0,0,2,14,16,88,0,13,122,0,0,2,44,46,96,0,4,0,0,2,0
July,Burao,Shanshcade - OTP and TSFP,SNS291,HPA,9.14411,46.483393,16,0,0,0,1,2,22,25,88,4,8,79,0,0,1,50,51,98,0,2,0,6,7,0
July,Burao,Talabuur - OTP and TSFP,SNS292,HPA,9.98049,46.12991,44,0,0,0,0,7,34,41,83,0,17,199,0,0,23,184,207,89,0,11,0,1,14,0
July,Burao,gunburlibax - OTP and TSFP,SNS298,HPA,9.26783,46.3769,15,0,0,0,0,0,8,8,100,0,0,54,0,0,2,38,40,95,0,5,0,2,1,0
July,Burao,Gedihan - OTP and TSFP,SNS299,HPA,9.28393,46.49952,13,0,0,0,1,3,3,7,43,14,43,38,0,0,6,15,21,71,0,29,0,0,0,0
July,Burao,Jamac liban - OTP and TSFP,SNS300,HPA,9.65104,46.32145,4,0,0,0,0,2,3,5,60,0,40,17,0,0,0,18,18,100,0,0,0,2,3,0
July,Burao,Beli eday - OTP and TSFP,SNS301,HPA,8.93733,46.4979,13,0,0,0,0,2,6,8,75,0,25,86,0,0,3,87,90,97,0,3,0,1,0,0
July,Burao,balanbal - OTP and TSFP,SNS302,HPA,9.975866,46.109205,51,0,0,0,2,6,10,18,56,11,33,153,0,0,14,101,115,88,0,12,0,9,8,0
July,Burao,Qabrigorod - OTP and TSFP,SNS307,HPA,9.02378,46.15941,17,0,0,0,0,1,15,16,94,0,6,149,0,0,3,88,91,97,0,3,0,1,0,0
July,Burao,Balicaynashe - OTP and TSFP,SNS308,HPA,8.99811,45.35469,45,0,0,0,3,2,20,25,80,12,8,77,0,0,6,75,81,93,0,7,0,2,6,0
July,Burao,Dahir Ogle - OTP and TSFP,SNS309,HPA,9.03494,45.28821,16,0,0,0,0,0,5,5,100,0,0,51,0,0,11,47,58,81,0,19,0,1,0,0
July,Burao,Gorayaxun sare - OTP and TSFP,SNS310,HPA,9.796558,45.574205,11,0,0,0,0,3,19,22,86,0,14,81,0,0,5,28,33,85,0,15,0,2,5,0
July,Burao,Gorayaxun Hose - OTP and TSFP,SNS311,HPA,9.02442,45.13483,8,0,0,0,0,3,18,21,86,0,14,42,0,0,16,39,55,71,0,29,0,2,4,0
July,Burao,Qolgodare - OTP and TSFP,SNS312,HPA,8.791798,45.309396,100,0,0,0,5,11,76,92,83,5,12,396,0,0,43,273,316,86,0,14,0,13,21,0
July,Burao,Kadhada - OTP and TSFP,SNS318,HPA,8.70589,45.26806,3,0,0,0,1,4,7,12,58,8,33,42,0,0,6,65,71,92,0,8,0,1,2,0
July,Burao,Godorka - OTP and TSFP,SNS319,HPA,8.62106,45.14789,8,0,0,0,1,0,5,6,83,17,0,88,0,0,5,68,73,93,0,7,0,2,2,0
July,Burao,Suryo - OTP and TSFP,SNS320,HPA,9.349839,44.966578,9,0,0,0,0,1,10,11,91,0,9,88,0,0,7,66,73,90,0,10,0,6,3,0
July,Odwaine,Iskidhon - OTP and TSFP,SNS321,HPA,9.24223,44.90343,6,0,0,0,1,2,16,19,84,5,11,44,0,0,2,64,66,97,0,3,0,0,0,0
July,Odwaine,Balihiile - OTP and TSFP,SNS322,HPA,8.75638,44.73835,6,0,0,0,1,2,15,18,83,6,11,52,0,0,2,80,82,98,0,2,0,2,2,0
July,Burao,Labigun - OTP and TSFP,SNS323,HPA,9.04092,44.91224,4,0,0,0,2,6,14,22,64,9,27,40,0,0,2,61,63,97,0,3,0,1,2,0
July,Odwaine,Sanyare - OTP and TSFP,SNS324,HPA,8.81409,45.052942,2,0,0,0,2,5,16,23,70,9,22,38,0,0,1,87,88,99,0,1,0,3,1,0
July,Burao,Bilcilwayso - OTP and TSFP,SNS325,HPA,8.91512,44.78308,7,0,0,0,0,2,11,13,85,0,15,46,0,0,4,66,70,94,0,6,0,2,0,0
July,Burao,Warabeye - OTP and TSFP,SNS326,HPA,9.761123,45.004277,3,0,0,0,0,1,8,9,89,0,11,36,0,0,0,40,40,100,0,0,0,2,1,0
July,Odwaine,Abdidhere - OTP and TSFP,SNS327,HPA,9.35561,45.06758,7,0,0,0,1,2,14,17,82,6,12,54,0,0,2,44,46,96,0,4,0,4,4,0
July,Odwaine,Harada Gubatoxil - OTP and TSFP,SNS328,HPA,9.241,45.19842,47,0,0,0,0,2,12,14,86,0,14,161,0,0,2,56,58,97,0,3,0,5,3,0
July,Odwaine,Qolqol - OTP and TSFP,SNS329,HPA,8.876515,45.097483,23,0,0,0,2,2,24,28,86,7,7,157,0,0,5,67,72,93,0,7,0,3,0,0
July,Ainabo,Waridaad - OTP and TSFP,SNS338,HPA,9.28387,46.25364,4,0,0,0,1,0,3,4,75,25,0,66,0,0,0,23,23,100,0,0,0,2,2,0
July,Ainabo,Balaas1 - OTP and TSFP,SNS339,HPA,9.066286,46.41218,10,0,0,0,1,1,5,7,71,14,14,105,0,0,2,24,26,92,0,8,0,1,2,0
July,Ainabo,Balaas2 - OTP and TSFP,SNS340,HPA,9.680066,46.29559,5,0,0,0,0,2,9,11,82,0,18,90,0,0,0,56,56,100,0,0,0,2,2,0
July,Ainabo,Oog camp - OTP and TSFP,SNS341,HPA,8.934069,46.617513,3,0,0,0,0,2,4,6,67,0,33,74,0,0,1,27,28,96,0,4,0,1,0,0
July,Ainabo,Wadamagoo - OTP and TSFP,SNS342,HPA,8.9245,46.26745,9,0,0,0,0,1,7,8,88,0,13,56,0,0,1,35,36,97,0,3,0,3,0,0
July,Ainabo,Buqdharkayn - OTP and TSFP,SNS343,HPA,8.9376,46.48554,5,0,0,0,2,1,8,11,73,18,9,45,0,0,6,20,26,77,0,23,0,1,5,0
July,Ainabo,Balicumar - OTP and TSFP,SNS344,HPA,8.96423,46.45667,3,0,0,0,0,0,4,4,100,0,0,54,0,0,7,9,16,56,0,44,0,0,2,0
July,Ainabo,Higlo - OTP and TSFP,SNS346,HPA,9.49185,46.497968,17,0,0,0,0,2,9,11,82,0,18,131,0,0,3,19,22,86,0,14,0,1,2,0
July,Ainabo,Goljano - OTP and TSFP,SNS348,HPA,9.18375,46.35176,2,0,0,0,1,0,7,8,88,13,0,23,0,0,7,62,69,90,0,10,0,2,0,0
July,Ainabo,Dhudhubka - OTP and TSFP,SNS350,HPA,9.25501,46.40952,10,0,0,0,0,1,2,3,67,0,33,51,0,0,2,16,18,89,0,11,0,3,0,0
July,Ainabo,Qoridhere - OTP and TSFP,SNS351,HPA,9.182895,46.671091,14,0,0,0,0,2,7,9,78,0,22,66,0,0,3,55,58,95,0,5,0,3,0,0
July,Hargeisa,Aw Bare - OTP and TSFP,SNS375,HPA,9.39667,43.82639,2,0,0,0,0,1,5,6,83,0,17,2,0,0,5,25,30,83,0,17,0,2,1,0
July,Hargeisa,Dacawalay - OTP and TSFP,SNS376,HPA,10.4417,43.65495,2,0,0,0,0,0,2,2,100,0,0,6,0,0,1,22,23,96,0,4,0,3,0,0
July,Hargeisa,Fahda - OTP and TSFP,SNS377,HPA,9.447454,43.918564,5,0,0,0,2,2,8,12,67,17,17,4,0,0,8,22,30,73,0,27,0,0,0,0
July,Hargeisa,maraaga - OTP and TSFP,SNS378,HPA,9.39747,43.74581,4,0,0,0,0,1,6,7,86,0,14,5,0,0,1,21,22,95,0,5,0,1,2,0
July,Hargeisa,Haro cadaado - OTP and TSFP,SNS379,HPA,9.53583,43.76222,1,0,0,0,0,2,2,4,50,0,50,3,0,0,2,12,14,86,0,14,0,1,0,0
July,Hargeisa,Digaale - OTP and TSFP,SNS380,HPA,9.320506,44.050178,0,0,0,0,0,2,2,4,50,0,50,6,0,0,2,14,16,88,0,13,0,3,1,0
July,Hargeisa,Gorayo - OTP and TSFP,SNS381,HPA,9.6235,43.504,1,0,0,0,0,1,2,3,67,0,33,2,0,0,2,25,27,93,0,7,0,1,0,0
July,Hargeisa,Higlada - OTP and TSFP,SNS382,HPA,8.82003,44.54681,3,0,0,0,1,2,5,8,63,13,25,14,0,0,3,41,44,93,0,7,0,4,2,0
July,Hargeisa,Hundule - OTP and TSFP,SNS383,HPA,9.31686,44.14944,1,0,0,0,0,2,2,4,50,0,50,1,0,0,9,12,21,57,0,43,0,4,1,0
July,Hargeisa,Ina Guuxaa - OTP and TSFP,SNS384,HPA,8.92778,44.22181,0,0,0,0,0,1,3,4,75,0,25,0,0,0,8,22,30,73,0,27,0,1,4,0
July,Hargeisa,Libaax qawdhama - OTP and TSFP,SNS385,HPA,8.83925,44.48781,0,0,0,0,0,2,3,5,60,0,40,0,0,0,7,14,21,67,0,33,0,1,2,0
July,Hargeisa,Maygaagta yar iyo wayn - OTP and TSFP,SNS386,HPA,9.51333,44.20093,1,0,0,0,2,0,6,8,75,25,0,2,0,0,10,17,27,63,0,37,0,2,0,0
July,Hargeisa,Qowl Buulale - OTP and TSFP,SNS387,HPA,8.86822,44.39969,1,0,0,0,0,1,5,6,83,0,17,1,0,0,9,10,19,53,0,47,0,1,0,0
July,Hargeisa,Sharmaarke - OTP and TSFP,SNS388,HPA,9.399979,44.217907,1,0,0,0,0,2,8,10,80,0,20,0,0,0,2,25,27,93,0,7,0,2,3,0
July,Hargeisa,Toon - OTP and TSFP,SNS389,HPA,9.39069,44.11939,4,0,0,0,0,0,8,8,100,0,0,4,0,0,0,19,19,100,0,0,0,2,3,0
July,Hargeisa,qool caday - OTP and TSFP,SNS390,HPA,9.21169,44.16503,2,0,0,0,1,2,6,9,67,11,22,5,0,0,8,15,23,65,0,35,0,1,3,0
July,Hargeisa,Xadhig xadhig - OTP and TSFP,SNS391,HPA,9.359877,43.609406,3,0,0,0,0,0,8,8,100,0,0,12,0,0,9,6,15,40,0,60,0,3,0,0
July,Erigavo,Shalcow - OTP and TSFP,SNS392,HPA,10.777021,46.720051,2,0,0,0,0,2,7,9,78,0,22,0,0,0,12,6,18,33,0,67,0,2,4,0
July,Erigavo,Dhoobo - OTP and TSFP,SNS393,HPA,10.51379,47.77419,3,0,0,0,0,0,5,5,100,0,0,5,0,0,0,4,4,100,0,0,0,3,0,0
July,Erigavo,Qotonka - OTP and TSFP,SNS394,HPA,10.76997,47.97745,5,0,0,0,2,1,4,7,57,29,14,1,0,0,8,14,22,64,0,36,0,2,1,0
July,Erigavo,Geed caroweyn - OTP and TSFP,SNS395,HPA,11.11581,47.91034,2,0,0,0,0,0,3,3,100,0,0,9,0,0,4,6,10,60,0,40,0,2,0,0
July,Erigavo,Laaso Dhagax - OTP and TSFP,SNS396,HPA,11.147119,47.343604,2,0,0,0,0,1,15,16,94,0,6,12,0,0,17,61,78,78,0,22,0,2,4,0
July,Erigavo,Cilamo - OTP and TSFP,SNS397,HPA,10.944952,47.241548,0,0,0,0,0,0,4,4,100,0,0,1,0,0,6,16,22,73,0,27,0,2,1,0
July,Erigavo,Sodonlay - OTP and TSFP,SNS398,HPA,10.306192,46.30796,4,0,0,0,0,1,6,7,86,0,14,3,0,0,17,15,32,47,0,53,0,4,0,0
July,Erigavo,Kamouda - OTP and TSFP,SNS399,HPA,9.73981,47.65417,3,0,0,0,0,1,12,13,92,0,8,26,0,0,53,99,152,65,0,35,0,8,2,0
July,Erigavo,Keylo Waqal - OTP and TSFP,SNS400,HPA,10.68228,46.44826,0,0,0,0,1,0,2,3,67,33,0,0,0,0,10,8,18,44,0,56,0,2,0,0
July,Erigavo,Conqor - OTP and TSFP,SNS401,HPA,10.77793,46.19731,1,0,0,0,0,0,12,12,100,0,0,7,0,0,11,28,39,72,0,28,0,2,0,0
July,Erigavo,Nagolagufur - OTP and TSFP,SNS402,HPA,10.72791,47.53481,0,0,0,0,0,1,11,12,92,0,8,11,0,0,3,10,13,77,0,23,0,3,0,0
July,Erigavo,Yufle - OTP and TSFP,SNS403,HPA,10.376977,47.195739,0,0,0,0,0,1,9,10,90,0,10,0,0,0,6,15,21,71,0,29,0,4,0,0
July,Erigavo,Saqiyad - OTP and TSFP,SNS404,HPA,9.9621,48.13828,1,0,0,0,2,0,14,16,88,13,0,1,0,0,4,28,32,88,0,13,0,1,0,0
July,Erigavo,Kalmac - OTP and TSFP,SNS405,HPA,10.069057,47.204579,3,0,0,0,0,2,12,14,86,0,14,9,0,0,6,14,20,70,0,30,0,1,2,0
July,Erigavo,Ceel caro - OTP and TSFP,SNS406,HPA,9.808085,46.603849,4,0,0,0,0,0,16,16,100,0,0,9,0,0,2,16,18,89,0,11,0,4,0,0
July,Erigavo,Ceel fiito - OTP and TSFP,SNS407,HPA,10.61541,47.22518,3,0,0,0,0,1,5,6,83,0,17,11,0,0,8,6,14,43,0,57,0,3,2,0
July,Erigavo,Uurwayn - OTP and TSFP,SNS408,HPA,10.74225,48.10947,0,0,0,0,0,0,10,10,100,0,0,0,0,0,3,9,12,75,0,25,0,1,0,0
July,Erigavo,Doboc (Erigavo) - OTP and TSFP,SNS409,HPA,10.682528,47.752035,2,0,0,0,1,2,13,16,81,6,13,17,0,0,13,44,57,77,0,23,0,2,0,0
July,Erigavo,Kalxoor - OTP and TSFP,SNS411,HPA,10.809207,47.45558,1,0,0,0,0,2,8,10,80,0,20,16,0,0,10,34,44,77,0,23,0,1,0,0
July,El-afwayn,Qacab ciinle - OTP and TSFP,SNS412,HPA,10.038026,47.558841,2,0,0,0,0,2,12,14,86,0,14,12,0,0,11,36,47,77,0,23,0,2,0,0
July,El-afwayn,Kaldaray (Erigavo) - OTP and TSFP,SNS413,HPA,9.84207,46.574791,3,0,0,0,0,1,17,18,94,0,6,21,0,0,11,46,57,81,0,19,0,5,2,0
July,Erigavo,Bali Galgaal - OTP and TSFP,SNS414,HPA,10.6806,47.65591,0,0,0,0,0,2,10,12,83,0,17,0,0,0,16,51,67,76,0,24,0,0,3,0
July,Erigavo,Xoog bardaale - OTP and TSFP,SNS415,HPA,10.77807,47.2736,0,0,0,0,0,2,14,16,88,0,13,6,0,0,6,11,17,65,0,35,0,1,0,0
July,Erigavo,Kalarog - OTP and TSFP,SNS417,HPA,10.1521,47.798,6,0,0,0,0,1,12,13,92,0,8,29,0,0,19,51,70,73,0,27,0,2,1,0
July,Erigavo,Fardheeratay - OTP and TSFP,SNS418,HPA,10.4195,48.299702,3,0,0,0,0,1,10,11,91,0,9,10,0,0,8,32,40,80,0,20,0,1,2,0
July,Erigavo,Biyo xadhaadh - OTP and TSFP,SNS421,HPA,9.57794,47.48019,0,0,0,0,0,0,7,7,100,0,0,11,0,0,11,39,50,78,0,22,0,2,2,0
July,Erigavo,Uur - OTP and TSFP,SNS424,HPA,10.24361,47.69705,0,0,0,0,0,1,2,3,67,0,33,7,0,0,5,56,61,92,0,8,0,1,2,0
July,El-afwayn,Gudohaadle - OTP and TSFP,SNS425,HPA,10.58882,47.29122,4,0,0,0,0,0,2,2,100,0,0,33,0,0,12,18,30,60,0,40,0,0,1,0
July,El-afwayn,Sarmaano - OTP and TSFP,SNS426,HPA,10.15955,46.24721,1,0,0,0,0,1,2,3,67,0,33,4,0,0,12,29,41,71,0,29,0,2,2,0
July,El-afwayn,Kal-Sheikh - OTP and TSFP,SNS427,HPA,10.062975,47.204693,0,0,0,0,0,0,3,3,100,0,0,2,0,0,18,37,55,67,0,33,0,2,2,0
July,El-afwayn,God caanood - OTP and TSFP,SNS428,HPA,10.105648,47.307387,0,0,0,0,0,1,3,4,75,0,25,5,0,0,2,24,26,92,0,8,0,3,3,0
July,El-afwayn,Dhadhiid Yaxye - OTP and TSFP,SNS429,HPA,10.057183,47.370631,1,0,0,0,0,2,1,3,33,0,67,2,0,0,13,38,51,75,0,25,0,3,1,0
July,El-afwayn,Qal iyo Qac - OTP and TSFP,SNS430,HPA,9.61874,46.82852,1,0,0,0,0,0,3,3,100,0,0,1,0,0,3,21,24,88,0,13,0,1,2,0
July,El-afwayn,Dhabar Mamac - OTP and TSFP,SNS431,HPA,10.343805,48.691851,1,0,0,0,0,0,3,3,100,0,0,4,0,0,2,38,40,95,0,5,0,2,4,0
July,El-afwayn,Timo-Weynta(darar-weyne) - OTP and TSFP,SNS432,HPA,9.757366,47.527199,1,0,0,0,0,2,3,5,60,0,40,1,0,0,3,17,20,85,0,15,0,0,4,0
July,El-afwayn,Bixin(higlobalaysi) - OTP and TSFP,SNS435,HPA,10.25956,47.30543,0,0,0,0,0,2,7,9,78,0,22,8,0,0,2,23,25,92,0,8,0,4,0,0
July,El-afwayn,Galruble - OTP and TSFP,SNS436,HPA,10.09504,47.04531,5,0,0,0,0,0,5,5,100,0,0,7,0,0,1,15,16,94,0,6,0,3,0,0
July,El-afwayn,Ilad - OTP and TSFP,SNS437,HPA,10.172998,47.112832,2,0,0,0,0,1,5,6,83,0,17,20,0,0,2,47,49,96,0,4,0,2,0,0
July,El-afwayn,Beer Wayso - OTP and TSFP,SNS440,HPA,9.755949,47.528741,0,0,0,0,0,2,3,5,60,0,40,2,0,0,7,36,43,84,0,16,0,0,0,0
July,El-afwayn,Jed(Biyo Dhacay) - OTP and TSFP,SNS441,HPA,10.311183,47.667107,2,0,0,0,0,1,3,4,75,0,25,10,0,0,13,27,40,68,0,33,0,0,0,0
July,El-afwayn,Dawldawl - OTP and TSFP,SNS442,HPA,9.55867,47.04721,0,0,0,0,0,0,3,3,100,0,0,9,0,0,13,35,48,73,0,27,0,2,0,0
July,Hargeisa,Ina Cunaaye - OTP and TSFP,SNS618,HPA,9.315,44.05094,2,0,0,0,0,0,8,8,100,0,0,5,0,0,7,10,17,59,0,41,0,2,0,0
July,Hargeisa,Laalayska - OTP and TSFP,SNS624,HPA,9.362765,43.91166667,3,0,0,0,0,0,2,2,100,0,0,5,0,0,1,14,15,93,0,7,0,1,0,0
July,Dhusamareb ,Ballicad/Dumaye/Mobile - Integrated Health and  nutrition site,SNS454,IRC,5.4875,46.095833,17,0,1,0,4,1,22,27,81,15,4,34,0,5,3,25,28,89,0,11,0,29,0,40
July,Dhusamareb ,Beer cabdi farax/Mobile - Integrated Health and  nutrition site,SNS455,IRC,5.445833,46.500556,10,0,1,0,0,0,13,13,100,0,0,27,0,0,0,24,24,100,0,0,0,20,3,35
July,Dhusamareb ,Dhusamareb district  - Referral Health Centre,SNS456,IRC,5.53764,46.3867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
